120
121.88
123.75
125.62
127.5
129.38
131.25
133.12
135
136.88
138.75
140.62
142.5
144.38
146.25
148.12
150
151.88
153.75
155.62
157.5
159.38
161.25
163.12
165
166.88
168.75
170.62
172.5
174.38
176.25
178.12
180
181.88
183.75
185.62
187.5
189.38
191.25
193.12
195
196.88
198.75
200.62
202.5
204.38
206.25
208.12
210
211.88
213.75
215.62
217.5
219.38
221.25
223.12
225
226.88
228.75
230.62
232.5
234.38
236.25
238.12
240
241.88
243.75
245.62
247.5
249.38
251.25
253.12
255
