"","species","stock","brood.yr","spawners","recruits","lat","long","region","entry.yr","res","sst1","era","sst2","sst3"
"46","Pink","Hood Canal.O",2003,37462,17603,47.5644,122.9956,"South",2004,-1.18148824875642,0.908939002152166,2,0.908939002152166,1.54906769843812
"47","Pink","Hood Canal.O",2005,17442,29564,47.5644,122.9956,"South",2006,0.0141519898113043,0.0420670632068162,2,0.0420670632068162,0.114524039258326
"48","Pink","Hood Canal.O",2007,28964,11501,47.5644,122.9956,"South",2008,-1.38690428611899,-1.43237808530915,2,-1.43237808530915,-1.7003920257372
"49","Pink","Snohomish.O",1961,50168,982874,48.02139,122.2072,"South",1962,2.16775760254014,0.249789115963783,1,0.249789115963783,-0.154917030502969
"50","Pink","Snohomish.O",1963,275042,326297,48.02139,122.2072,"South",1964,-0.456505914273462,-0.19246065588806,1,-0.19246065588806,-0.85653769515517
"51","Pink","Snohomish.O",1965,185015,227062,48.02139,122.2072,"South",1966,-0.494648183606228,-0.189025978128636,1,-0.189025978128636,-0.271677325950396
"52","Pink","Snohomish.O",1967,95013,108427,48.02139,122.2072,"South",1968,-0.639395249356634,-0.489497218316662,1,-0.489497218316662,-0.548549778021139
"53","Pink","Snohomish.O",1969,70009,192834,48.02139,122.2072,"South",1970,0.221737750873639,-0.797067773424608,1,-0.797067773424608,-0.820736571138944
"54","Pink","Snohomish.O",1971,125000,207801,48.02139,122.2072,"South",1972,-0.239194352993525,-1.13024351433729,1,-1.13024351433729,-0.757576663154539
"55","Pink","Snohomish.O",1973,110000,126342,48.02139,122.2072,"South",1974,-0.62095313536476,-0.856802163535853,1,-0.856802163535853,-0.687400923773804
"56","Pink","Snohomish.O",1975,65751,236157,48.02139,122.2072,"South",1976,0.483746326316984,-0.819961097977871,1,-0.819961097977871,-0.984195974925349
"57","Pink","Snohomish.O",1977,125990,397190,48.02139,122.2072,"South",1978,0.401542959618071,0.438992047946416,1,0.438992047946416,0.464915084914407
"58","Pink","Snohomish.O",1979,180724,201209,48.02139,122.2072,"South",1980,-0.595495106360521,-0.214003939596158,1,-0.214003939596158,0.176174190607323
"59","Pink","Snohomish.O",1981,90096,264327,48.02139,122.2072,"South",1982,0.300917705416495,-0.588625962086126,1,-0.588625962086126,-0.798776009090436
"60","Pink","Snohomish.O",1983,198283,555572,48.02139,122.2072,"South",1984,0.341486264064804,-0.339253419216745,1,-0.339253419216745,-0.640697840501647
"61","Pink","Snohomish.O",1985,302192,240925,48.02139,122.2072,"South",1986,-0.832240166595684,-0.391581590281929,1,-0.391581590281929,-0.128907887512201
"62","Pink","Snohomish.O",1987,152418,324143,48.02139,122.2072,"South",1988,0.0290378299587361,-0.410694114696046,1,-0.410694114696046,-0.0549368803196713
"63","Pink","Snohomish.O",1989,80149,272505,48.02139,122.2072,"South",1990,0.440415955399316,0.405083599724235,2,0.405083599724235,0.496222505179303
"64","Pink","Snohomish.O",1991,174000,110944,48.02139,122.2072,"South",1992,-1.15827889310478,0.830044189594927,2,0.830044189594927,1.49068417083807
"65","Pink","Snohomish.O",1993,1e+05,118148,48.02139,122.2072,"South",1994,-0.600699914384592,1.01236037672382,2,1.01236037672382,0.692849586334714
"66","Pink","Snohomish.O",1995,101600,120046,48.02139,122.2072,"South",1996,-0.599355933688636,0.194063116916809,2,0.194063116916809,0.0953558617293704
"67","Pink","Snohomish.O",1997,103537,238351,48.02139,122.2072,"South",1998,0.0691780271391851,1.30711725525198,2,1.30711725525198,1.36326311947857
"68","Pink","Snohomish.O",1999,237057,1132896,48.02139,122.2072,"South",2000,0.906444167450272,0.22514498291923,2,0.22514498291923,0.56987365453152
"69","Pink","Snohomish.O",2001,1073369,1561630,48.02139,122.2072,"South",2002,0.386400438212936,-0.528213541314704,2,-0.528213541314704,-0.558926847735062
"70","Pink","Snohomish.O",2003,1392568,498797,48.02139,122.2072,"South",2004,-0.759793406140206,0.908939002152166,2,0.908939002152166,1.54906769843812
"71","Pink","Snohomish.O",2005,482245,1185255,48.02139,122.2072,"South",2006,0.437685421228026,0.0420670632068162,2,0.0420670632068162,0.114524039258326
"72","Pink","Snohomish.O",2007,1143695,2403012,48.02139,122.2072,"South",2008,0.810209807650438,-1.43237808530915,2,-1.43237808530915,-1.7003920257372
"73","Pink","Dungeness.O",1961,70000,638063,48.1508,123.1333,"South",1962,2.10823165213624,0.249789115963783,1,0.249789115963783,-0.154917030502969
"74","Pink","Dungeness.O",1963,4e+05,99766,48.1508,123.1333,"South",1964,0.432835405479321,-0.19246065588806,1,-0.19246065588806,-0.85653769515517
"75","Pink","Dungeness.O",1965,75000,201085,48.1508,123.1333,"South",1966,0.91366859123297,-0.189025978128636,1,-0.189025978128636,-0.271677325950396
"76","Pink","Dungeness.O",1967,95000,20071,48.1508,123.1333,"South",1968,-1.51061538031583,-0.489497218316662,1,-0.489497218316662,-0.548549778021139
"77","Pink","Dungeness.O",1969,14400,61248,48.1508,123.1333,"South",1970,1.021965723335,-0.797067773424608,1,-0.797067773424608,-0.820736571138944
"78","Pink","Dungeness.O",1971,46000,71212,48.1508,123.1333,"South",1972,0.195441988393835,-1.13024351433729,1,-1.13024351433729,-0.757576663154539
"79","Pink","Dungeness.O",1973,47000,35802,48.1508,123.1333,"South",1974,-0.507893976422826,-0.856802163535853,1,-0.856802163535853,-0.687400923773804
"80","Pink","Dungeness.O",1975,24300,64885,48.1508,123.1333,"South",1976,0.614098335100459,-0.819961097977871,1,-0.819961097977871,-0.984195974925349
"81","Pink","Dungeness.O",1977,35700,115840,48.1508,123.1333,"South",1978,0.875454671549259,0.438992047946416,1,0.438992047946416,0.464915084914407
"82","Pink","Dungeness.O",1979,50100,4987,48.1508,123.1333,"South",1980,-2.52487035285295,-0.214003939596158,1,-0.214003939596158,0.176174190607323
"83","Pink","Dungeness.O",1981,2900,5692,48.1508,123.1333,"South",1982,0.181593676264076,-0.588625962086126,1,-0.588625962086126,-0.798776009090436
"84","Pink","Dungeness.O",1983,4888,6590,48.1508,123.1333,"South",1984,-0.182401421882288,-0.339253419216745,1,-0.339253419216745,-0.640697840501647
"85","Pink","Dungeness.O",1985,4730,2309,48.1508,123.1333,"South",1986,-1.19920301719516,-0.391581590281929,1,-0.391581590281929,-0.128907887512201
"86","Pink","Dungeness.O",1987,1906,15710,48.1508,123.1333,"South",1988,1.61074052084257,-0.410694114696046,1,-0.410694114696046,-0.0549368803196713
"87","Pink","Dungeness.O",1989,10902,13918,48.1508,123.1333,"South",1990,-0.201886294106821,0.405083599724235,2,0.405083599724235,0.496222505179303
"88","Pink","Dungeness.O",1991,9895,1857,48.1508,123.1333,"South",1992,-2.12505891953352,0.830044189594927,2,0.830044189594927,1.49068417083807
"89","Pink","Dungeness.O",1993,1695,9534,48.1508,123.1333,"South",1994,1.22740181843352,1.01236037672382,2,1.01236037672382,0.692849586334714
"90","Pink","Dungeness.O",1995,8252,5634,48.1508,123.1333,"South",1996,-0.84320266701635,0.194063116916809,2,0.194063116916809,0.0953558617293704
"91","Pink","Dungeness.O",1997,4935,7312,48.1508,123.1333,"South",1998,-0.0877334794305969,1.30711725525198,2,1.30711725525198,1.36326311947857
"92","Pink","Dungeness.O",1999,7306,81470,48.1508,123.1333,"South",2000,1.94445906112268,0.22514498291923,2,0.22514498291923,0.56987365453152
"93","Pink","Dungeness.O",2001,80344,15433,48.1508,123.1333,"South",2002,-1.69123643854323,-0.528213541314704,2,-0.528213541314704,-0.558926847735062
"94","Pink","Dungeness.O",2003,15116,8747,48.1508,123.1333,"South",2004,-0.96860754341895,0.908939002152166,2,0.908939002152166,1.54906769843812
"95","Pink","Dungeness.O",2005,8667,6352,48.1508,123.1333,"South",2006,-0.769901179604648,0.0420670632068162,2,0.0420670632068162,0.114524039258326
"96","Pink","Dungeness.O",2007,6223,44184,48.1508,123.1333,"South",2008,1.48671922643325,-1.43237808530915,2,-1.43237808530915,-1.7003920257372
"97","Pink","Stillaguamish.O",1961,125000,2287066,48.23861,122.3758,"South",1962,2.18395677516624,0.249789115963783,1,0.249789115963783,-0.154917030502969
"98","Pink","Stillaguamish.O",1963,640000,326268,48.23861,122.3758,"South",1964,0.31895573219444,-0.19246065588806,1,-0.19246065588806,-0.85653769515517
"99","Pink","Stillaguamish.O",1965,185000,250930,48.23861,122.3758,"South",1966,-0.218077011081882,-0.189025978128636,1,-0.189025978128636,-0.271677325950396
"100","Pink","Stillaguamish.O",1967,105000,116156,48.23861,122.3758,"South",1968,-0.688400554216124,-0.489497218316662,1,-0.489497218316662,-0.548549778021139
"101","Pink","Stillaguamish.O",1969,75000,308532,48.23861,122.3758,"South",1970,0.525033463800518,-0.797067773424608,1,-0.797067773424608,-0.820736571138944
"102","Pink","Stillaguamish.O",1971,2e+05,66120,48.23861,122.3758,"South",1972,-1.57977646084113,-1.13024351433729,1,-1.13024351433729,-0.757576663154539
"103","Pink","Stillaguamish.O",1973,35000,57699,48.23861,122.3758,"South",1974,-0.522651766243482,-0.856802163535853,1,-0.856802163535853,-0.687400923773804
"104","Pink","Stillaguamish.O",1975,30000,71236,48.23861,122.3758,"South",1976,-0.174397564987728,-0.819961097977871,1,-0.819961097977871,-0.984195974925349
"105","Pink","Stillaguamish.O",1977,38000,296768,48.23861,122.3758,"South",1978,1.04281394885356,0.438992047946416,1,0.438992047946416,0.464915084914407
"106","Pink","Stillaguamish.O",1979,135000,46163,48.23861,122.3758,"South",1980,-1.76254081723287,-0.214003939596158,1,-0.214003939596158,0.176174190607323
"107","Pink","Stillaguamish.O",1981,18000,168102,48.23861,122.3758,"South",1982,1.15502882056283,-0.588625962086126,1,-0.588625962086126,-0.798776009090436
"108","Pink","Stillaguamish.O",1983,126100,377234,48.23861,122.3758,"South",1984,0.376699989545045,-0.339253419216745,1,-0.339253419216745,-0.640697840501647
"109","Pink","Stillaguamish.O",1985,2e+05,188124,48.23861,122.3758,"South",1986,-0.534146413919557,-0.391581590281929,1,-0.391581590281929,-0.128907887512201
"110","Pink","Stillaguamish.O",1987,119000,339922,48.23861,122.3758,"South",1988,0.306852212697584,-0.410694114696046,1,-0.410694114696046,-0.0549368803196713
"111","Pink","Stillaguamish.O",1989,70400,136527,48.23861,122.3758,"South",1990,-0.242297403501881,0.405083599724235,2,0.405083599724235,0.496222505179303
"112","Pink","Stillaguamish.O",1991,86000,122038,48.23861,122.3758,"South",1992,-0.502677934296193,0.830044189594927,2,0.830044189594927,1.49068417083807
"113","Pink","Stillaguamish.O",1993,110000,246959,48.23861,122.3758,"South",1994,0.0360225907179991,1.01236037672382,2,1.01236037672382,0.692849586334714
"114","Pink","Stillaguamish.O",1995,208000,102695,48.23861,122.3758,"South",1996,-1.15205710493934,0.194063116916809,2,0.194063116916809,0.0953558617293704
"115","Pink","Stillaguamish.O",1997,88572,225711,48.23861,122.3758,"South",1998,0.0913438332621365,1.30711725525198,2,1.30711725525198,1.36326311947857
"116","Pink","Stillaguamish.O",1999,224486,817218,48.23861,122.3758,"South",2000,0.900724773340346,0.22514498291923,2,0.22514498291923,0.56987365453152
"117","Pink","Stillaguamish.O",2001,774279,206823,48.23861,122.3758,"South",2002,0.119917728023408,-0.528213541314704,2,-0.528213541314704,-0.558926847735062
"118","Pink","Stillaguamish.O",2003,184433,121925,48.23861,122.3758,"South",2004,-0.938664024823401,0.908939002152166,2,0.908939002152166,1.54906769843812
"119","Pink","Stillaguamish.O",2005,117879,248664,48.23861,122.3758,"South",2006,-3.0599364185202e-05,0.0420670632068162,2,0.0420670632068162,0.114524039258326
"120","Pink","Stillaguamish.O",2007,239896,1186319,48.23861,122.3758,"South",2008,1.25836778728366,-1.43237808530915,2,-1.43237808530915,-1.7003920257372
"121","Pink","Skagit.O",1961,4e+05,5008208,48.3875,122.3656,"South",1962,1.85914235311574,0.249789115963783,1,0.249789115963783,-0.154917030502969
"122","Pink","Skagit.O",1963,1190000,286529,48.3875,122.3656,"South",1964,-0.00973867176343385,-0.19246065588806,1,-0.19246065588806,-0.85653769515517
"123","Pink","Skagit.O",1965,150000,259609,48.3875,122.3656,"South",1966,-0.778658827813248,-0.189025978128636,1,-0.189025978128636,-0.271677325950396
"124","Pink","Skagit.O",1967,1e+05,154488,48.3875,122.3656,"South",1968,-1.02404867752217,-0.489497218316662,1,-0.489497218316662,-0.548549778021139
"125","Pink","Skagit.O",1969,1e+05,502008,48.3875,122.3656,"South",1970,0.154450954879138,-0.797067773424608,1,-0.797067773424608,-0.820736571138944
"126","Pink","Skagit.O",1971,300555,510748,48.3875,122.3656,"South",1972,-0.400107527960732,-1.13024351433729,1,-1.13024351433729,-0.757576663154539
"127","Pink","Skagit.O",1973,251181,206471,48.3875,122.3656,"South",1974,-1.25651156670122,-0.856802163535853,1,-0.856802163535853,-0.687400923773804
"128","Pink","Skagit.O",1975,103135,927005,48.3875,122.3656,"South",1976,0.745188764155005,-0.819961097977871,1,-0.819961097977871,-0.984195974925349
"129","Pink","Skagit.O",1977,504924,1109206,48.3875,122.3656,"South",1978,0.395333856302979,0.438992047946416,1,0.438992047946416,0.464915084914407
"130","Pink","Skagit.O",1979,300384,393868,48.3875,122.3656,"South",1980,-0.659849646668529,-0.214003939596158,1,-0.214003939596158,0.176174190607323
"131","Pink","Skagit.O",1981,100268,553965,48.3875,122.3656,"South",1982,0.250966411455843,-0.588625962086126,1,-0.588625962086126,-0.798776009090436
"132","Pink","Skagit.O",1983,470128,1294798,48.3875,122.3656,"South",1984,0.529728448223023,-0.339253419216745,1,-0.339253419216745,-0.640697840501647
"133","Pink","Skagit.O",1985,710030,1137568,48.3875,122.3656,"South",1986,0.620320553560752,-0.391581590281929,1,-0.391581590281929,-0.128907887512201
"134","Pink","Skagit.O",1987,593535,1396007,48.3875,122.3656,"South",1988,0.697186422660932,-0.410694114696046,1,-0.410694114696046,-0.0549368803196713
"135","Pink","Skagit.O",1989,401300,681726,48.3875,122.3656,"South",1990,-0.134881341991807,0.405083599724235,2,0.405083599724235,0.496222505179303
"136","Pink","Skagit.O",1991,351000,738137,48.3875,122.3656,"South",1992,-0.0540421581971587,0.830044189594927,2,0.830044189594927,1.49068417083807
"137","Pink","Skagit.O",1993,530000,1596373,48.3875,122.3656,"South",1994,0.777052201733032,1.01236037672382,2,1.01236037672382,0.692849586334714
"138","Pink","Skagit.O",1995,857000,121226,48.3875,122.3656,"South",1996,-1.41940407522826,0.194063116916809,2,0.194063116916809,0.0953558617293704
"139","Pink","Skagit.O",1997,60000,352636,48.3875,122.3656,"South",1998,0.206661103644531,1.30711725525198,2,1.30711725525198,1.36326311947857
"140","Pink","Skagit.O",1999,320000,1102825,48.3875,122.3656,"South",2000,0.358211242170591,0.22514498291923,2,0.22514498291923,0.56987365453152
"141","Pink","Skagit.O",2001,894061,801701,48.3875,122.3656,"South",2002,0.525027874677855,-0.528213541314704,2,-0.528213541314704,-0.558926847735062
"142","Pink","Skagit.O",2003,567080,80328,48.3875,122.3656,"South",2004,-2.18220341587382,0.908939002152166,2,0.908939002152166,1.54906769843812
"143","Pink","Skagit.O",2005,60000,312336,48.3875,122.3656,"South",2006,0.0853042716178101,0.0420670632068162,2,0.0420670632068162,0.114524039258326
"144","Pink","Skagit.O",2007,3e+05,1556928,48.3875,122.3656,"South",2008,0.714871451523138,-1.43237808530915,2,-1.43237808530915,-1.7003920257372
"145","Pink","Nooksack.O",1961,1e+05,591699,48.775,122.5978,"South",1962,1.71920748333378,0.249789115963783,1,0.249789115963783,-0.154917030502969
"146","Pink","Nooksack.O",1963,150000,33721,48.775,122.5978,"South",1964,-0.839814885731587,-0.19246065588806,1,-0.19246065588806,-0.85653769515517
"147","Pink","Nooksack.O",1965,12500,69430,48.775,122.5978,"South",1966,0.411159998653788,-0.189025978128636,1,-0.189025978128636,-0.271677325950396
"148","Pink","Nooksack.O",1967,20000,42663,48.775,122.5978,"South",1968,-0.439132645799368,-0.489497218316662,1,-0.489497218316662,-0.548549778021139
"149","Pink","Nooksack.O",1969,15000,104304,48.775,122.5978,"South",1970,0.671395103776532,-0.797067773424608,1,-0.797067773424608,-0.820736571138944
"150","Pink","Nooksack.O",1971,40000,149130,48.775,122.5978,"South",1972,0.40373455235429,-1.13024351433729,1,-1.13024351433729,-0.757576663154539
"151","Pink","Nooksack.O",1973,75000,107173,48.775,122.5978,"South",1974,-0.0573241576054324,-0.856802163535853,1,-0.856802163535853,-0.687400923773804
"152","Pink","Nooksack.O",1975,36000,48009,48.775,122.5978,"South",1976,-0.681240448230128,-0.819961097977871,1,-0.819961097977871,-0.984195974925349
"153","Pink","Nooksack.O",1977,25000,176743,48.775,122.5978,"South",1978,0.830220469859178,0.438992047946416,1,0.438992047946416,0.464915084914407
"154","Pink","Nooksack.O",1979,31406,76096,48.775,122.5978,"South",1980,-0.149469342018671,-0.214003939596158,1,-0.214003939596158,0.176174190607323
"155","Pink","Nooksack.O",1981,15000,90925,48.775,122.5978,"South",1982,0.534120382467402,-0.588625962086126,1,-0.588625962086126,-0.798776009090436
"156","Pink","Nooksack.O",1983,60000,42862,48.775,122.5978,"South",1984,-0.964035308018499,-0.339253419216745,1,-0.339253419216745,-0.640697840501647
"157","Pink","Nooksack.O",1985,23000,42325,48.775,122.5978,"South",1986,-0.544169493614359,-0.391581590281929,1,-0.391581590281929,-0.128907887512201
"158","Pink","Nooksack.O",1987,37003,198072,48.775,122.5978,"South",1988,0.722790686814579,-0.410694114696046,1,-0.410694114696046,-0.0549368803196713
"159","Pink","Nooksack.O",1989,136000,54490,48.775,122.5978,"South",1990,-0.461107670259118,0.405083599724235,2,0.405083599724235,0.496222505179303
"160","Pink","Nooksack.O",1991,24002,58215,48.775,122.5978,"South",1992,-0.2537924594244,0.830044189594927,2,0.830044189594927,1.49068417083807
"161","Pink","Nooksack.O",1993,56004,247062,48.775,122.5978,"South",1994,0.79969110701217,1.01236037672382,2,1.01236037672382,0.692849586334714
"162","Pink","Nooksack.O",1995,220020,31053,48.775,122.5978,"South",1996,-0.3091908675658,0.194063116916809,2,0.194063116916809,0.0953558617293704
"163","Pink","Nooksack.O",1997,26000,97446,48.775,122.5978,"South",1998,0.209827835294267,1.30711725525198,2,1.30711725525198,1.36326311947857
"164","Pink","Nooksack.O",1999,95000,244059,48.775,122.5978,"South",2000,0.813780716428533,0.22514498291923,2,0.22514498291923,0.56987365453152
"165","Pink","Nooksack.O",2001,226000,61158,48.775,122.5978,"South",2002,0.426831715013088,-0.528213541314704,2,-0.528213541314704,-0.558926847735062
"166","Pink","Nooksack.O",2003,51011,17693,48.775,122.5978,"South",2004,-1.81442972431662,0.908939002152166,2,0.908939002152166,1.54906769843812
"167","Pink","Nooksack.O",2005,13627,20357,48.775,122.5978,"South",2006,-0.88602554046065,0.0420670632068162,2,0.0420670632068162,0.114524039258326
"168","Pink","Nooksack.O",2007,18994,55265,48.775,122.5978,"South",2008,-0.143027507962966,-1.43237808530915,2,-1.43237808530915,-1.7003920257372
"169","Pink","BC South (no Fraser).E",1960,226950,1441336,50.28778,125.2008,"South",1961,0.614242695675924,0.542547917814219,1,0.542547917814219,0.44212521692248
"170","Pink","BC South (no Fraser).O",1961,1093450,3695214,50.28778,125.2008,"South",1962,0.895908232726704,0.320133129316406,1,0.320133129316406,-0.0810329527947213
"171","Pink","BC South (no Fraser).E",1962,684425,1480699,50.28778,125.2008,"South",1963,-0.223010373742307,1.28551434743399,1,1.28551434743399,0.940023206841691
"172","Pink","BC South (no Fraser).O",1963,1703102,1044764,50.28778,125.2008,"South",1964,-0.21944374025407,-0.274191579434477,1,-0.274191579434477,-0.858584451022294
"173","Pink","BC South (no Fraser).E",1964,619750,4769730,50.28778,125.2008,"South",1965,1.01214736125331,-0.853878638644505,1,-0.853878638644505,-1.38748455336064
"174","Pink","BC South (no Fraser).O",1965,618775,1092892,50.28778,125.2008,"South",1966,-0.213110953943629,-0.258239619233888,1,-0.258239619233888,-0.31028908316866
"175","Pink","BC South (no Fraser).E",1966,1322575,5194673,50.28778,125.2008,"South",1967,0.707652935670055,0.146678175887018,1,0.146678175887018,-0.272135896030249
"176","Pink","BC South (no Fraser).O",1967,346110,332153,50.28778,125.2008,"South",1968,-1.0874397916564,-0.471836627065856,1,-0.471836627065856,-0.476785179139726
"177","Pink","BC South (no Fraser).E",1968,1476875,3576126,50.28778,125.2008,"South",1969,0.304783039743869,-1.06487725097769,1,-1.06487725097769,-0.758751369824085
"178","Pink","BC South (no Fraser).O",1969,214050,1589721,50.28778,125.2008,"South",1970,0.83080369659469,-0.751530181921056,1,-0.751530181921056,-0.735521322286872
"179","Pink","BC South (no Fraser).E",1970,1149655,1495889,50.28778,125.2008,"South",1971,-0.487727088371896,-1.15937079491957,1,-1.15937079491957,-1.57195676413105
"180","Pink","BC South (no Fraser).O",1971,925850,2187305,50.28778,125.2008,"South",1972,0.375446019358772,-1.1285055697652,1,-1.1285055697652,-0.753820456683574
