"","species","stock","brood.yr","spawners","recruits","lat","long","region","entry.yr","res","sst1","era","sst2","sst3"
"1","Pink","Puyallup.O",1961,10000,115311,47.26972,122.4272,"South",1962,1.68811551731681,0.184316965748792,1,0.184316965748792,-0.149858721933674
"2","Pink","Puyallup.O",1963,10221,35628,47.26972,122.4272,"South",1964,0.491842591125256,-0.164219754969923,1,-0.164219754969923,-0.843288029484132
"3","Pink","Puyallup.O",1965,25131,40277,47.26972,122.4272,"South",1966,-0.279270618885613,-0.205680589184205,1,-0.205680589184205,-0.268675369791968
"4","Pink","Puyallup.O",1967,22038,22868,47.26972,122.4272,"South",1968,-0.715201789279525,-0.465343537563027,1,-0.465343537563027,-0.518066678005553
"5","Pink","Puyallup.O",1969,16003,63066,47.26972,122.4272,"South",1970,0.616847104465608,-0.760883388834757,1,-0.760883388834757,-0.815940553096517
"6","Pink","Puyallup.O",1971,40000,31597,47.26972,122.4272,"South",1972,-0.980886782952317,-1.10716948009258,1,-1.10716948009258,-0.710513980315474
"7","Pink","Puyallup.O",1973,12194,35512,47.26972,122.4272,"South",1974,0.312861983678183,-0.861185325899851,1,-0.861185325899851,-0.706882612367593
"8","Pink","Puyallup.O",1975,11800,55191,47.26972,122.4272,"South",1976,0.78647991178046,-0.803182358392131,1,-0.803182358392131,-0.991186865014627
"9","Pink","Puyallup.O",1977,29429,102377,47.26972,122.4272,"South",1978,0.497431964354118,0.438541205496845,1,0.438541205496845,0.453151117051456
"10","Pink","Puyallup.O",1979,29481,34017,47.26972,122.4272,"South",1980,-0.606114557277068,-0.161533157397295,1,-0.161533157397295,0.232422857675361
"11","Pink","Puyallup.O",1981,12115,25341,47.26972,122.4272,"South",1982,-0.0181166116860129,-0.562464556395775,1,-0.562464556395775,-0.763005918403194
"12","Pink","Puyallup.O",1983,11600,53773,47.26972,122.4272,"South",1984,0.777466846369815,-0.278588943091223,1,-0.278588943091223,-0.588589931521928
"13","Pink","Puyallup.O",1985,34100,45780,47.26972,122.4272,"South",1986,-0.452852577121087,-0.413884484089508,1,-0.413884484089508,-0.0879860306555997
"14","Pink","Puyallup.O",1987,34400,108869,47.26972,122.4272,"South",1988,0.404804879923619,-0.416859415483276,1,-0.416859415483276,-0.0287789875890014
"15","Pink","Puyallup.O",1989,49850,23354,47.26972,122.4272,"South",1990,-1.49942480667618,0.35721715893873,2,0.35721715893873,0.427072141716545
"16","Pink","Puyallup.O",1991,14000,12837,47.26972,122.4272,"South",1992,-0.842076224889276,0.857669110212377,2,0.857669110212377,1.57834671901163
"17","Pink","Puyallup.O",1993,10069,25396,47.26972,122.4272,"South",1994,0.168225352892663,0.945568764553838,2,0.945568764553838,0.586063455501213
"18","Pink","Puyallup.O",1995,17596,3231,47.26972,122.4272,"South",1996,-2.44880849481601,0.241563242267478,2,0.241563242267478,0.157661320357935
"19","Pink","Puyallup.O",1997,2732,4731,47.26972,122.4272,"South",1998,-0.210703499370968,1.27071411970831,2,1.27071411970831,1.29223543722784
"20","Pink","Puyallup.O",1999,4653,17155,47.26972,122.4272,"South",2000,0.545730957839646,0.220542899734722,2,0.220542899734722,0.571654381634599
"21","Pink","Puyallup.O",2001,16577,197211,47.26972,122.4272,"South",2002,1.72192651430007,-0.614072132528866,2,-0.614072132528866,-0.649912812050682
"22","Pink","Puyallup.O",2003,191515,290622,47.26972,122.4272,"South",2004,-0.268099584845921,0.863214062882213,2,0.863214062882213,1.46502732163801
"23","Pink","Puyallup.O",2005,287230,428039,47.26972,122.4272,"South",2006,-0.248377911377678,0.0128756688710988,2,0.0128756688710988,0.0810524060642384
"24","Pink","Puyallup.O",2007,417767,1324533,47.26972,122.4272,"South",2008,0.558199835131396,-1.45736212593735,2,-1.45736212593735,-1.74255604992046
"25","Pink","Hood Canal.O",1961,36800,901536,47.5644,122.9956,"South",1962,2.76948508628694,0.249789115963783,1,0.249789115963783,-0.154917030502969
"26","Pink","Hood Canal.O",1963,503000,217872,47.5644,122.9956,"South",1964,0.766986663592237,-0.19246065588806,1,-0.19246065588806,-0.85653769515517
"27","Pink","Hood Canal.O",1965,160000,465405,47.5644,122.9956,"South",1966,1.17580986971769,-0.189025978128636,1,-0.189025978128636,-0.271677325950396
"28","Pink","Hood Canal.O",1967,269000,58604,47.5644,122.9956,"South",1968,-0.940556695795763,-0.489497218316662,1,-0.489497218316662,-0.548549778021139
"29","Pink","Hood Canal.O",1969,42000,138686,47.5644,122.9956,"South",1970,0.788099442154012,-0.797067773424608,1,-0.797067773424608,-0.820736571138944
"30","Pink","Hood Canal.O",1971,104000,70592,47.5644,122.9956,"South",1972,-0.523576900508083,-1.13024351433729,1,-1.13024351433729,-0.757576663154539
"31","Pink","Hood Canal.O",1973,46500,18401,47.5644,122.9956,"South",1974,-1.31386913827515,-0.856802163535853,1,-0.856802163535853,-0.687400923773804
"32","Pink","Hood Canal.O",1975,12500,79795,47.5644,122.9956,"South",1976,1.31865912322651,-0.819961097977871,1,-0.819961097977871,-0.984195974925349
"33","Pink","Hood Canal.O",1977,44000,74372,47.5644,122.9956,"South",1978,0.127167229760078,0.438992047946416,1,0.438992047946416,0.464915084914407
"34","Pink","Hood Canal.O",1979,37100,12013,47.5644,122.9956,"South",1980,-1.55543651751143,-0.214003939596158,1,-0.214003939596158,0.176174190607323
"35","Pink","Hood Canal.O",1981,6450,29222,47.5644,122.9956,"South",1982,0.949388640769784,-0.588625962086126,1,-0.588625962086126,-0.798776009090436
"36","Pink","Hood Canal.O",1983,25000,91739,47.5644,122.9956,"South",1984,0.819502818521444,-0.339253419216745,1,-0.339253419216745,-0.640697840501647
"37","Pink","Hood Canal.O",1985,63800,77341,47.5644,122.9956,"South",1986,-0.118917090955056,-0.391581590281929,1,-0.391581590281929,-0.128907887512201
"38","Pink","Hood Canal.O",1987,62100,114944,47.5644,122.9956,"South",1988,0.296898385597024,-0.410694114696046,1,-0.410694114696046,-0.0549368803196713
"39","Pink","Hood Canal.O",1989,60800,166259,47.5644,122.9956,"South",1990,0.68148791590513,0.405083599724235,2,0.405083599724235,0.496222505179303
"40","Pink","Hood Canal.O",1991,118200,38696,47.5644,122.9956,"South",1992,-1.19082799939852,0.830044189594927,2,0.830044189594927,1.49068417083807
"41","Pink","Hood Canal.O",1993,35326,36148,47.5644,122.9956,"South",1994,-0.412541785881499,1.01236037672382,2,1.01236037672382,0.692849586334714
"42","Pink","Hood Canal.O",1995,31286,9477,47.5644,122.9956,"South",1996,-1.64746280961442,0.194063116916809,2,0.194063116916809,0.0953558617293704
"43","Pink","Hood Canal.O",1997,8299,12673,47.5644,122.9956,"South",1998,-0.130052106840328,1.30711725525198,2,1.30711725525198,1.36326311947857
"44","Pink","Hood Canal.O",1999,9475,99061,47.5644,122.9956,"South",2000,1.79881599253823,0.22514498291923,2,0.22514498291923,0.56987365453152
"45","Pink","Hood Canal.O",2001,98261,38242,47.5644,122.9956,"South",2002,-1.10481957822473,-0.528213541314704,2,-0.528213541314704,-0.558926847735062
